GENERATIONS,MAX,AVR,MEDIAN,DIVERSITY
5610,14124,14046.96,14124,99.61
5611,14124,14082.27,14124,99.61
5612,14124,13992.39,14124,99.71
5613,14124,14011.65,14124,99.65
5614,14124,14040.54,14124,99.71
5615,14124,14008.44,14124,99.61
5616,14124,14050.17,14124,99.73
5617,14124,14014.86,14124,99.65
5618,14124,13937.82,14124,99.71
5619,14124,14088.69,14124,99.83
5620,14124,14066.22,14124,99.53
5621,14124,14024.49,14124,99.61
5622,14124,13982.76,14124,99.59
5623,14124,13918.56,14124,99.53
5624,14124,14030.91,14124,99.61
5625,14124,13905.72,14124,99.55
5626,14124,13950.66,14124,99.69
5627,14124,14008.44,14124,99.57
5628,14124,13976.34,14124,99.75
5629,14124,14034.12,14124,99.53
5630,14124,14043.75,14124,99.67
5631,14124,13941.03,14124,99.57
5632,14124,13976.34,14124,99.59
5633,14124,14050.17,14124,99.71
5634,14124,14005.23,14124,99.53
5635,14124,14072.64,14124,99.45
5636,14124,14069.43,14124,99.57
5637,14124,13934.61,14124,99.47
5638,14124,14027.7,14124,99.57
5639,14124,14066.22,14124,99.73
5640,14124,14030.91,14124,99.41
5641,14124,13953.87,14124,99.57
5642,14124,13985.97,14124,99.63
5643,14124,14072.64,14124,99.35
5644,14124,14021.28,14124,99.39
5645,14124,13953.87,14124,99.49
5646,14124,13870.41,14124,99.53
5647,14124,14014.86,14124,99.41
5648,14124,14002.02,14124,99.57
5649,14124,13973.13,14124,99.53
5650,14124,13973.13,14124,99.69
5651,14124,14037.33,14124,99.57
5652,14124,14053.38,14124,99.67
5653,14124,13989.18,14124,99.71
5654,14124,14021.28,14124,99.51
5655,14124,14021.28,14124,99.71
5656,14124,13921.77,14124,99.67
5657,14124,14056.59,14124,99.77
5658,14124,14056.59,14124,99.85
5659,14124,13989.18,14124,99.59
5660,14124,14014.86,14124,99.73
5661,14124,14075.85,14124,99.69
5662,14124,14056.59,14124,99.65
5663,14124,14050.17,14124,99.83
5664,14124,14014.86,14124,99.73
5665,14124,14107.95,14124,99.81
5666,14124,14027.7,14124,99.79
5667,14124,13973.13,14124,99.73
5668,14124,14002.02,14124,99.77
5669,14124,13944.24,14124,99.79
5670,14124,13979.55,14124,99.55
5671,14124,13880.04,14124,99.71
5672,14124,14037.33,14124,99.53
5673,14124,14030.91,14124,99.81
5674,14124,14050.17,14124,99.75
5675,14124,13982.76,14124,99.77
5676,14124,13985.97,14124,99.69
5677,14124,13931.4,14124,99.63
5678,14124,14072.64,14124,99.79
5679,14124,14075.85,14124,99.75
5680,14124,13985.97,14124,99.83
5681,14124,14011.65,14124,99.89
5682,14124,14027.7,14124,99.83
5683,14124,14066.22,14124,99.81
5684,14124,14040.54,14124,99.73
5685,14124,14066.22,14124,99.69
5686,14124,14043.75,14124,99.91
5687,14124,14040.54,14124,99.73
5688,14124,13982.76,14124,99.81
5689,14124,14024.49,14124,99.79
5690,14124,14002.02,14124,99.81
5691,14124,13985.97,14124,99.81
5692,14124,14050.17,14124,99.77
5693,14124,14027.7,14124,99.77
5694,14124,13963.5,14124,99.77
5695,14124,13982.76,14124,99.85
5696,14124,13989.18,14124,99.91
5697,14124,14030.91,14124,99.75
5698,14124,14018.07,14124,99.79
5699,14124,13992.39,14124,99.83
5700,14124,14024.49,14124,99.75
5701,14124,14053.38,14124,99.83
5702,14124,13854.36,14124,99.77
5703,14124,14018.07,14124,99.79
5704,14124,14024.49,14124,99.79
5705,14124,13992.39,14124,99.79
5706,14124,13880.04,14124,99.85
5707,14124,13995.6,14124,99.89
5708,14124,14040.54,14124,99.83
5709,14124,14043.75,14124,99.87
5710,14124,13995.6,14124,99.85
5711,14124,13944.24,14124,99.83
5712,14124,13960.29,14124,99.79
5713,14124,13944.24,14124,99.39
5714,14124,14018.07,14124,99.09
5715,14124,13976.34,14124,99.67
5716,14124,14043.75,14124,99.67
5717,14124,14027.7,14124,99.77
5718,14124,14034.12,14124,99.85
5719,14124,14037.33,14124,99.77
5720,14124,14005.23,14124,99.71
5721,14124,13998.81,14124,99.71
5722,14124,14018.07,14124,99.87
5723,14124,13995.6,14124,99.81
5724,14124,14024.49,14124,99.93
5725,14124,13992.39,14124,99.87
5726,14124,14030.91,14124,99.73
5727,14124,14050.17,14124,99.61
5728,14124,14040.54,14124,99.75
5729,14124,14053.38,14124,99.63
5730,14124,14024.49,14124,99.77
5731,14124,13973.13,14124,99.83
5732,14124,13931.4,14124,99.69
5733,14124,14005.23,14124,99.63
5734,14124,13793.37,14124,99.77
5735,14124,13899.3,14124,99.65
5736,14124,14043.75,14124,99.55
5737,14124,13995.6,14124,99.61
5738,14124,14040.54,14124,99.63
5739,14124,13989.18,14124,99.15
5740,14124,14034.12,14124,99.61
5741,14124,14063.01,14124,99.47
5742,14124,13960.29,14124,99.61
5743,14124,14075.85,14124,99.69
5744,14124,13992.39,14124,99.59
5745,14124,14107.95,14124,99.49
5746,14124,14030.91,14124,99.51
5747,14124,14021.28,14124,99.55
5748,14124,13957.08,14124,99.57
5749,14124,14005.23,14124,99.77
5750,14124,14075.85,14124,99.73
5751,14124,13944.24,14124,99.55
5752,14124,13973.13,14124,99.53
5753,14124,13985.97,14124,99.45
5754,14124,14050.17,14124,99.29
5755,14124,14104.74,14124,99.37
5756,14124,13953.87,14124,99.57
5757,14124,14063.01,14124,99.35
5758,14124,13931.4,14124,99.33
5759,14124,14021.28,14124,99.57
5760,14124,13982.76,14124,99.51
5761,14124,13886.46,14124,99.39
5762,14124,13857.57,14124,99.49
5763,14124,14002.02,14124,99.49
5764,14124,13950.66,14124,99.67
5765,14124,13950.66,14124,99.75
5766,14124,14008.44,14124,99.79
5767,14124,14063.01,14124,99.83
5768,14124,14082.27,14124,99.75
5769,14124,13918.56,14124,99.81
5770,14124,14002.02,14124,99.69
5771,14124,14063.01,14124,99.85
5772,14124,13957.08,14124,99.91
5773,14124,13982.76,14124,99.87
5774,14124,14059.8,14124,99.79
5775,14124,14024.49,14124,99.65
5776,14124,13998.81,14124,99.69
5777,14124,14117.58,14124,99.69
5778,14124,14011.65,14124,99.77
5779,14124,14114.37,14124,99.77
5780,14124,14021.28,14124,99.75
5781,14124,14088.69,14124,99.75
5782,14124,14021.28,14124,99.81
5783,14124,14040.54,14124,99.87
5784,14124,14005.23,14124,99.69
5785,14124,14002.02,14124,99.57
5786,14124,13944.24,14124,99.83
5787,14124,13989.18,14124,99.85
5788,14124,13957.08,14124,99.81
5789,14124,14002.02,14124,99.85
5790,14124,14008.44,14124,99.63
5791,14124,14030.91,14124,99.67
5792,14124,13992.39,14124,99.79
5793,14124,13992.39,14124,99.87
5794,14124,14046.96,14124,99.73
5795,14124,14072.64,14124,99.83
5796,14124,14075.85,14124,99.71
5797,14124,14014.86,14124,99.69
5798,14124,13992.39,14124,99.71
5799,14124,13947.45,14124,99.67
5800,14124,14046.96,14124,99.79
5801,14124,14066.22,14124,99.83
5802,14124,13985.97,14124,99.65
5803,14124,14107.95,14124,99.57
5804,14124,14018.07,14124,99.79
5805,14124,13998.81,14124,99.79
5806,14124,14046.96,14124,99.85
5807,14124,14024.49,14124,99.83
5808,14124,14063.01,14124,99.81
5809,14124,14011.65,14124,99.81
5810,14124,13966.71,14124,99.81
5811,14124,14053.38,14124,99.87
5812,14124,14069.43,14124,99.79
5813,14124,13966.71,14124,99.83
5814,14124,14037.33,14124,99.61
5815,14124,14107.95,14124,99.83
5816,14124,13982.76,14124,99.97
5817,14124,13908.93,14124,99.89
5818,14124,13860.78,14124,99.79
5819,14124,13982.76,14124,99.89
5820,14124,14005.23,14124,99.89
5821,14124,13982.76,14124,99.91
5822,14124,13937.82,14124,99.95
5823,14124,13953.87,14124,99.95
5824,14124,13985.97,14124,99.95
5825,14124,13953.87,14124,99.91
5826,14124,14072.64,14124,99.93
5827,14124,13995.6,14124,99.95
5828,14124,14002.02,14124,99.93
5829,14124,14024.49,14124,99.91
5830,14124,13995.6,14124,99.85
5831,14124,13973.13,14124,99.87
5832,14124,14069.43,14124,99.85
5833,14124,14050.17,14124,99.91
5834,14124,14046.96,14124,99.83
5835,14124,14002.02,14124,99.93
5836,14124,14056.59,14124,99.85
5837,14124,14043.75,14124,99.85
5838,14124,14024.49,14124,99.91
5839,14124,13976.34,14124,99.91
5840,14124,14008.44,14124,99.75
5841,14124,13870.41,14124,99.95
5842,14124,13902.51,14124,99.93
5843,14124,13992.39,14124,99.83
5844,14124,13998.81,14124,99.87
5845,14124,13928.19,14124,99.81
5846,14124,14043.75,14124,99.93
5847,14124,14053.38,14124,99.97
5848,14124,13912.14,14124,99.89
5849,14124,14072.64,14124,99.89
5850,14124,14014.86,14124,99.89
5851,14124,14050.17,14124,99.85
5852,14124,13989.18,14124,99.89
5853,14124,14050.17,14124,99.85
5854,14124,14053.38,14124,99.93
5855,14124,13857.57,14124,99.91
5856,14124,13934.61,14124,99.95
5857,14124,14056.59,14124,99.91
5858,14124,13825.47,14124,99.89
5859,14124,13960.29,14124,99.87
5860,14124,13979.55,14124,99.81
5861,14124,13985.97,14124,99.89
5862,14124,14005.23,14124,99.89
5863,14124,14008.44,14124,99.85
5864,14124,13905.72,14124,99.81
5865,14124,14082.27,14124,99.81
5866,14124,13979.55,14124,99.87
5867,14124,13928.19,14124,99.85
5868,14124,13963.5,14124,99.95
5869,14124,14053.38,14124,99.97
5870,14124,13950.66,14124,100.0
5871,14124,14030.91,14124,99.83
5872,14124,14024.49,14124,99.93
5873,14124,14011.65,14124,99.93
5874,14124,13973.13,14124,99.91
5875,14124,14018.07,14124,99.93
5876,14124,13979.55,14124,99.89
5877,14124,14005.23,14124,99.81
5878,14124,13995.6,14124,99.97
5879,14124,13982.76,14124,99.91
5880,14124,14011.65,14124,99.75
5881,14124,14021.28,14124,99.69
5882,14124,13989.18,14124,99.91
5883,14124,13947.45,14124,99.89
5884,14124,13973.13,14124,100.0
5885,14124,13960.29,14124,99.85
5886,14124,13976.34,14124,99.83
5887,14124,14024.49,14124,99.81
5888,14124,14024.49,14124,99.83
5889,14124,13992.39,14124,99.91
5890,14124,14008.44,14124,99.85
5891,14124,14043.75,14124,99.67
5892,14124,14056.59,14124,99.87
5893,14124,14014.86,14124,99.85
5894,14124,14043.75,14124,99.79
5895,14124,14072.64,14124,99.85
5896,14124,14018.07,14124,99.85
5897,14124,13992.39,14124,99.49
5898,14124,13992.39,14124,99.75
5899,14124,14072.64,14124,99.81
5900,14124,13937.82,14124,99.79
5901,14124,13947.45,14124,99.75
5902,14124,13979.55,14124,99.79
5903,14124,13963.5,14124,99.71
5904,14124,14024.49,14124,99.95
5905,14124,14008.44,14124,99.73
5906,14124,14043.75,14124,99.83
5907,14124,14111.16,14124,99.75
5908,14124,13976.34,14124,99.79
5909,14124,14034.12,14124,99.87
5910,14124,13953.87,14124,99.85
5911,14124,14040.54,14124,99.93
5912,14124,13989.18,14124,99.77
5913,14124,14056.59,14124,99.53
5914,14124,13995.6,14124,99.65
5915,14124,13899.3,14124,99.79
5916,14124,13937.82,14124,99.83
5917,14124,13915.35,14124,99.87
5918,14124,14030.91,14124,99.89
5919,14124,14030.91,14124,99.73
5920,14124,14034.12,14124,99.87
5921,14124,14014.86,14124,99.87
5922,14124,14053.38,14124,99.59
5923,14124,13928.19,14124,99.69
5924,14124,14002.02,14124,99.81
5925,14124,14040.54,14124,99.75
5926,14124,14018.07,14124,99.69
5927,14124,14059.8,14124,99.75
5928,14124,14040.54,14124,99.75
5929,14124,14011.65,14124,99.63
5930,14124,14018.07,14124,99.55
5931,14124,14085.48,14124,99.49
5932,14124,13963.5,14124,99.57
5933,14124,13886.46,14124,99.51
5934,14124,14011.65,14124,99.57
5935,14124,13950.66,14124,99.49
5936,14124,14079.06,14124,99.27
5937,14124,14056.59,14124,99.11
5938,14124,14053.38,14124,99.29
5939,14124,14030.91,14124,99.13
5940,14124,14072.64,14124,99.23
5941,14124,13985.97,14124,99.45
5942,14124,14024.49,14124,99.43
5943,14124,14014.86,14124,98.54
5944,14124,14040.54,14124,98.72
5945,14124,14002.02,14124,99.23
5946,14124,13944.24,14124,99.59
5947,14124,14008.44,14124,99.51
5948,14124,14056.59,14124,99.45
5949,14124,14066.22,14124,99.65
5950,14124,14002.02,14124,99.51
5951,14124,14053.38,14124,99.63
5952,14124,14037.33,14124,99.67
5953,14124,13908.93,14124,99.65
5954,14124,14053.38,14124,99.69
5955,14124,14008.44,14124,99.47
5956,14124,13831.89,14124,99.41
5957,14124,13969.92,14124,99.65
5958,14124,14011.65,14124,99.65
5959,14124,13979.55,14124,99.71
5960,14124,13937.82,14124,99.71
5961,14124,13799.79,14124,99.69
5962,14124,13966.71,14124,99.69
5963,14124,13921.77,14124,99.53
5964,14124,14034.12,14124,99.41
5965,14124,13976.34,14124,99.59
5966,14124,14040.54,14124,99.57
5967,14124,14018.07,14124,99.55
5968,14124,14075.85,14124,99.49
5969,14124,14075.85,14124,99.51
5970,14124,14050.17,14124,99.57
5971,14124,14056.59,14124,99.37
5972,14124,14053.38,14124,99.61
5973,14124,13982.76,14124,99.49
5974,14124,13921.77,14124,99.67
5975,14124,14059.8,14124,99.43
5976,14124,13960.29,14124,99.59
5977,14124,13966.71,14124,99.59
5978,14124,14002.02,14124,99.67
5979,14124,14059.8,14124,99.59
5980,14124,14085.48,14124,99.47
5981,14124,13963.5,14124,99.65
5982,14124,14079.06,14124,99.53
5983,14124,13950.66,14124,99.53
5984,14124,14037.33,14124,99.31
5985,14124,13944.24,14124,99.55
5986,14124,13966.71,14124,99.25
5987,14124,14018.07,14124,99.41
5988,14124,14101.53,14124,99.51
5989,14124,14008.44,14124,99.25
5990,14124,14040.54,14124,99.59
5991,14124,13931.4,14124,99.65
5992,14124,13963.5,14124,99.79
5993,14124,13950.66,14124,99.83
5994,14124,13966.71,14124,99.65
5995,14124,13998.81,14124,99.83
5996,14124,13982.76,14124,99.67
5997,14124,14037.33,14124,99.71
5998,14124,14053.38,14124,99.89
5999,14124,13928.19,14124,99.83
6000,14124,14005.23,14124,99.81
6001,14124,13966.71,14124,99.55
6002,14124,14037.33,14124,99.79
6003,14124,13957.08,14124,99.83
6004,14124,14063.01,14124,99.79
6005,14124,14101.53,14124,99.77
6006,14124,13915.35,14124,99.79
6007,14124,14011.65,14124,99.71
6008,14124,14059.8,14124,99.87
6009,14124,14053.38,14124,99.89
6010,14124,14037.33,14124,99.93
6011,14124,14091.9,14124,99.89
6012,14124,14050.17,14124,99.93
6013,14124,14066.22,14124,99.85
6014,14124,14091.9,14124,99.73
6015,14124,14040.54,14124,99.81
6016,14124,13985.97,14124,99.89
6017,14124,14008.44,14124,99.79
6018,14124,14034.12,14124,99.69
6019,14124,14011.65,14124,99.77
6020,14124,14018.07,14124,99.91
6021,14124,14024.49,14124,99.87
6022,14124,14021.28,14124,99.87
6023,14124,13982.76,14124,99.95
6024,14124,14034.12,14124,99.97
6025,14124,13998.81,14124,99.81
6026,14124,14037.33,14124,99.83
6027,14124,13905.72,14124,99.95
6028,14124,13976.34,14124,99.87
6029,14124,14088.69,14124,99.87
6030,14124,14082.27,14124,99.83
6031,14124,13973.13,14124,99.93
6032,14124,13969.92,14124,99.97
6033,14124,14011.65,14124,99.97
6034,14124,13754.85,14124,99.83
6035,14124,14082.27,14124,99.87
6036,14124,13921.77,14124,99.81
6037,14124,14056.59,14124,99.63
6038,14124,14072.64,14124,99.79
6039,14124,14069.43,14124,99.85
6040,14124,14027.7,14124,99.71
6041,14124,13902.51,14124,99.85
6042,14124,13985.97,14124,99.67
6043,14124,14124.0,14124,99.79
6044,14124,13992.39,14124,99.63
6045,14124,14037.33,14124,99.79
6046,14124,14043.75,14124,99.75
6047,14124,14011.65,14124,99.93
6048,14124,13982.76,14124,99.79
6049,14124,14037.33,14124,99.75
6050,14124,14063.01,14124,99.77
6051,14124,14095.11,14124,99.79
6052,14124,14018.07,14124,99.85
6053,14124,13995.6,14124,99.83
6054,14124,14063.01,14124,99.75
6055,14124,14021.28,14124,99.95
6056,14124,13963.5,14124,99.75
6057,14124,14034.12,14124,99.69
6058,14124,13928.19,14124,99.81
6059,14124,14053.38,14124,99.81
6060,14124,14050.17,14124,99.71
6061,14124,14005.23,14124,99.67
6062,14124,14011.65,14124,99.75
6063,14124,14030.91,14124,99.81
6064,14124,13979.55,14124,99.69
6065,14124,14050.17,14124,99.67
6066,14124,14011.65,14124,99.59
6067,14124,14088.69,14124,99.63
6068,14124,14063.01,14124,99.63
6069,14124,13847.94,14124,99.75
6070,14124,14021.28,14124,99.73
6071,14124,14037.33,14124,99.81
6072,14124,14079.06,14124,99.77
6073,14124,14069.43,14124,99.75
6074,14124,14011.65,14124,99.75
6075,14124,14005.23,14124,99.79
6076,14124,14027.7,14124,99.89
6077,14124,13924.98,14124,99.93
6078,14124,13912.14,14124,99.95
6079,14124,13966.71,14124,99.89
6080,14124,13976.34,14124,99.95
6081,14124,14079.06,14124,99.83
6082,14124,14024.49,14124,99.91
6083,14124,13998.81,14124,99.89
6084,14124,14075.85,14124,99.81
6085,14124,13995.6,14124,99.85
6086,14124,13985.97,14124,99.79
6087,14124,13924.98,14124,99.77
6088,14124,14040.54,14124,99.69
6089,14124,14027.7,14124,99.75
6090,14124,13998.81,14124,99.77
6091,14124,14014.86,14124,99.87
6092,14124,13896.09,14124,99.85
6093,14124,13950.66,14124,99.57
6094,14124,13995.6,14124,99.83
6095,14124,14037.33,14124,99.71
6096,14124,13924.98,14124,99.87
6097,14124,14043.75,14124,99.87
6098,14124,14107.95,14124,99.85
6099,14124,13998.81,14124,99.87
6100,14124,13985.97,14124,99.93
6101,14124,14014.86,14124,99.83
6102,14124,13982.76,14124,99.83
6103,14124,13966.71,14124,99.81
6104,14124,13995.6,14124,99.81
6105,14124,13969.92,14124,99.87
6106,14124,14085.48,14124,99.89
6107,14124,14027.7,14124,99.73
6108,14124,13899.3,14124,99.87
6109,14124,13921.77,14124,99.85
6110,14124,14030.91,14124,99.83
6111,14124,14011.65,14124,99.79
6112,14124,14043.75,14124,99.81
6113,14124,14027.7,14124,99.81
6114,14124,13998.81,14124,99.83
6115,14124,14011.65,14124,99.87
6116,14124,14030.91,14124,99.87
6117,14124,14024.49,14124,99.89
6118,14124,14063.01,14124,99.81
6119,14124,13957.08,14124,99.89
6120,14124,13963.5,14124,99.81
6121,14124,14021.28,14124,99.87
6122,14124,13989.18,14124,99.77
6123,14124,14043.75,14124,99.83
6124,14124,14027.7,14124,99.87
6125,14124,13973.13,14124,99.87
6126,14124,14040.54,14124,99.95
6127,14124,14091.9,14124,99.91
6128,14124,14043.75,14124,99.67
6129,14124,14082.27,14124,99.85
6130,14124,14098.32,14124,99.79
6131,14124,14079.06,14124,99.83
6132,14124,14037.33,14124,99.89
6133,14124,13992.39,14124,99.85
6134,14124,14005.23,14124,99.83
6135,14124,14024.49,14124,99.87
6136,14124,13957.08,14124,99.91
6137,14124,14024.49,14124,99.93
6138,14124,14069.43,14124,99.89
6139,14124,13995.6,14124,99.95
6140,14124,14079.06,14124,99.93
6141,14124,14056.59,14124,99.91
6142,14124,14046.96,14124,99.91
6143,14124,13860.78,14124,99.89
6144,14124,13998.81,14124,99.97
6145,14124,14104.74,14124,99.91
6146,14124,13985.97,14124,99.91
6147,14124,14056.59,14124,99.93
6148,14124,14021.28,14124,99.93
6149,14124,14030.91,14124,99.95
6150,14124,14030.91,14124,99.95
6151,14124,13992.39,14124,99.95
6152,14124,13944.24,14124,99.93
6153,14124,13995.6,14124,99.85
6154,14124,14008.44,14124,99.91
6155,14124,14107.95,14124,100.0
6156,14124,14056.59,14124,99.87
6157,14124,14056.59,14124,99.91
6158,14124,14063.01,14124,99.91
6159,14124,14053.38,14124,99.91
6160,14124,13976.34,14124,99.87
6161,14124,13947.45,14124,99.81
6162,14124,14056.59,14124,99.77
6163,14124,14040.54,14124,99.79
6164,14124,13963.5,14124,99.79
6165,14124,14014.86,14124,99.81
6166,14124,14082.27,14124,99.89
6167,14124,13963.5,14124,99.89
6168,14124,14040.54,14124,99.71
6169,14124,13870.41,14124,99.85
6170,14124,13899.3,14124,99.81
6171,14124,13985.97,14124,99.85
6172,14124,14005.23,14124,99.85
6173,14124,14002.02,14124,99.81
6174,14124,13963.5,14124,99.57
6175,14124,13912.14,14124,99.57
6176,14124,13831.89,14124,99.57
6177,14124,13892.88,14124,99.73
6178,14124,14005.23,14124,99.63
6179,14124,13825.47,14124,99.81
6180,14124,14050.17,14124,99.85
6181,14124,14088.69,14124,99.75
6182,14124,13944.24,14124,99.93
6183,14124,14002.02,14124,99.71
6184,14124,13947.45,14124,99.83
6185,14124,13973.13,14124,99.63
6186,14124,13937.82,14124,99.65
6187,14124,14005.23,14124,99.77
6188,14124,14098.32,14124,99.85
6189,14124,14091.9,14124,99.81
6190,14124,14030.91,14124,99.77
6191,14124,13944.24,14124,99.77
6192,14124,14098.32,14124,99.47
6193,14124,13947.45,14124,99.77
6194,14124,13982.76,14124,99.87
6195,14124,14079.06,14124,99.77
6196,14124,14107.95,14124,99.77
6197,14124,13998.81,14124,99.63
6198,14124,13950.66,14124,99.55
6199,14124,14104.74,14124,99.49
6200,14124,14046.96,14124,99.61
6201,14124,14050.17,14124,99.53
6202,14124,13992.39,14124,99.49
6203,14124,13915.35,14124,99.53
6204,14124,14014.86,14124,99.65
6205,14124,14005.23,14124,99.73
6206,14124,14018.07,14124,99.69
6207,14124,13982.76,14124,99.55
6208,14124,13924.98,14124,99.77
6209,14124,13995.6,14124,99.57
6210,14124,13979.55,14124,99.71
6211,14124,14027.7,14124,99.67
6212,14124,14091.9,14124,99.69
6213,14124,13973.13,14124,99.49
6214,14124,14046.96,14124,99.73
6215,14124,13982.76,14124,99.65
6216,14124,13989.18,14124,99.53
6217,14124,14034.12,14124,99.59
6218,14124,14034.12,14124,99.59
6219,14124,14011.65,14124,99.77
6220,14124,13863.99,14124,99.79
6221,14124,14043.75,14124,99.59
6222,14124,14046.96,14124,99.63
6223,14124,13982.76,14124,99.75
6224,14124,14046.96,14124,99.67
6225,14124,13976.34,14124,99.69
6226,14124,14034.12,14124,99.29
6227,14124,14069.43,14124,99.49
6228,14124,14043.75,14124,99.61
6229,14124,14053.38,14124,99.53
6230,14124,13969.92,14124,99.77
6231,14124,14066.22,14124,99.33
6232,14124,14037.33,14124,99.65
6233,14124,14030.91,14124,99.37
6234,14124,14027.7,14124,99.49
6235,14124,14014.86,14124,99.33
6236,14124,14072.64,14124,99.67
6237,14124,14091.9,14124,99.53
6238,14124,14024.49,14124,99.81
6239,14124,13989.18,14124,99.67
6240,14124,14037.33,14124,99.71
6241,14124,14046.96,14124,99.67
6242,14124,14075.85,14124,99.53
6243,14124,14085.48,14124,99.75
6244,14124,13825.47,14124,99.81
6245,14124,13905.72,14124,99.69
6246,14124,14030.91,14124,99.67
6247,14124,14063.01,14124,99.35
6248,14124,14091.9,14124,99.61
6249,14124,14011.65,14124,99.29
6250,14124,14075.85,14124,99.61
6251,14124,14011.65,14124,99.09
6252,14124,14037.33,14124,99.19
6253,14124,14075.85,14124,98.92
6254,14124,14002.02,14124,99.49
6255,14124,14002.02,14124,99.63
6256,14124,13976.34,14124,99.59
6257,14124,14085.48,14124,99.37
6258,14124,14085.48,14124,99.39
6259,14124,13969.92,14124,99.47
6260,14124,14053.38,14124,99.51
6261,14124,14085.48,14124,99.41
6262,14124,14024.49,14124,99.39
6263,14124,13995.6,14124,99.35
6264,14124,14021.28,14124,99.53
6265,14124,14034.12,14124,99.51
6266,14124,14088.69,14124,99.39
6267,14124,14050.17,14124,99.49
6268,14124,13998.81,14124,99.61
6269,14124,13924.98,14124,99.77
6270,14124,14034.12,14124,99.57
6271,14124,14027.7,14124,99.57
6272,14124,13985.97,14124,99.61
6273,14124,13908.93,14124,99.45
6274,14124,13953.87,14124,99.45
6275,14124,13998.81,14124,99.39
6276,14124,13982.76,14124,99.39
6277,14124,13985.97,14124,99.67
6278,14124,14085.48,14124,99.53
6279,14124,14021.28,14124,99.61
6280,14124,14056.59,14124,99.57
6281,14124,14027.7,14124,99.57
6282,14124,13947.45,14124,99.71
6283,14124,14072.64,14124,99.71
6284,14124,13998.81,14124,99.77
6285,14124,13921.77,14124,99.69
6286,14124,14018.07,14124,99.71
6287,14124,13973.13,14124,99.75
6288,14124,14059.8,14124,99.55
6289,14124,13934.61,14124,99.75
6290,14124,13841.52,14124,99.69
6291,14124,14002.02,14124,99.75
6292,14124,13979.55,14124,99.69
6293,14124,13998.81,14124,99.63
6294,14124,14046.96,14124,99.65
6295,14124,14037.33,14124,99.73
6296,14124,14008.44,14124,99.71
6297,14124,14011.65,14124,99.69
6298,14124,14050.17,14124,99.67
6299,14124,13995.6,14124,99.61
6300,14124,13931.4,14124,99.61
6301,14124,14072.64,14124,99.79
6302,14124,14085.48,14124,99.83
6303,14124,14072.64,14124,99.89
6304,14124,13973.13,14124,99.91
6305,14124,13889.67,14124,99.87
6306,14124,13998.81,14124,99.91
6307,14124,13960.29,14124,99.85
6308,14124,14030.91,14124,99.81
6309,14124,14063.01,14124,99.81
6310,14124,13937.82,14124,99.83
6311,14124,13947.45,14124,99.83
6312,14124,13908.93,14124,99.85
6313,14124,13992.39,14124,99.85
6314,14124,14008.44,14124,99.85
6315,14124,14069.43,14124,99.81
6316,14124,14069.43,14124,99.77
6317,14124,14043.75,14124,99.69
6318,14124,14018.07,14124,99.61
6319,14124,14037.33,14124,99.77
6320,14124,14075.85,14124,99.71
6321,14124,14104.74,14124,99.79
6322,14124,14034.12,14124,99.61
6323,14124,14079.06,14124,99.45
6324,14124,14063.01,14124,99.67
6325,14124,14014.86,14124,99.71
6326,14124,14088.69,14124,99.55
6327,14124,14002.02,14124,99.47
6328,14124,13982.76,14124,99.71
6329,14124,13950.66,14124,99.61
6330,14124,14091.9,14124,99.59
6331,14124,14037.33,14124,99.59
6332,14124,14059.8,14124,99.77
6333,14124,14056.59,14124,99.51
6334,14124,13953.87,14124,99.69
6335,14124,13982.76,14124,99.67
6336,14124,14037.33,14124,99.67
6337,14124,13976.34,14124,99.71
6338,14124,13992.39,14124,99.83
6339,14124,13998.81,14124,99.63
6340,14124,13998.81,14124,99.65
6341,14124,14021.28,14124,99.51
6342,14124,14018.07,14124,99.75
6343,14124,13969.92,14124,99.71
6344,14124,13960.29,14124,99.73
6345,14124,14053.38,14124,99.79
6346,14124,14037.33,14124,99.71
6347,14124,13941.03,14124,99.61
6348,14124,14059.8,14124,99.87
6349,14124,14002.02,14124,99.67
6350,14124,13969.92,14124,99.73
6351,14124,13921.77,14124,99.85
6352,14124,14011.65,14124,99.73
6353,14124,14005.23,14124,99.55
6354,14124,14021.28,14124,99.27
6355,14124,14027.7,14124,99.31
6356,14124,14059.8,14124,99.47
6357,14124,14101.53,14124,99.61
6358,14124,14063.01,14124,99.79
6359,14124,14053.38,14124,99.63
6360,14124,13989.18,14124,99.61
6361,14124,14056.59,14124,99.77
6362,14124,14043.75,14124,99.77
6363,14124,13979.55,14124,99.59
6364,14124,13982.76,14124,99.79
6365,14124,14101.53,14124,99.65
6366,14124,14046.96,14124,99.69
6367,14124,14069.43,14124,99.43
6368,14124,14088.69,14124,99.59
6369,14124,13934.61,14124,99.65
6370,14124,14059.8,14124,99.65
6371,14124,14107.95,14124,99.67
6372,14124,14072.64,14124,99.73
6373,14124,14079.06,14124,99.79
6374,14124,14024.49,14124,99.67
6375,14124,14104.74,14124,99.71
6376,14124,13944.24,14124,99.67
6377,14124,14059.8,14124,99.53
6378,14124,14040.54,14124,99.69
6379,14124,13979.55,14124,99.65
6380,14124,13899.3,14124,99.57
6381,14124,14024.49,14124,99.49
6382,14124,13912.14,14124,99.57
6383,14124,14002.02,14124,99.45
6384,14124,14027.7,14124,99.65
6385,14124,14024.49,14124,99.71
